order_id,user_id,problem_id,correct,skill_id,skill_name,ms_first_response,answer_type,attempt_count,,original_problem_id
24976702,78719,131,1,531_413,分支结构_字符串,82228,java编程题,1,,13152
23073010,78720,131,1,531_413,分支结构_字符串,26253,java编程题,1,,13152
24977109,78726,131,1,531_413,分支结构_字符串,10094,java编程题,1,,13152
23082772,78160,132,1,531_413,分支结构_字符串,166433,java编程题,1,,13249
23759321,78178,132,0,531_413,分支结构_字符串,4253,java编程题,1,,13249
26947306,78270,132,1,531_413,分支结构_字符串,35331,java编程题,1,,13249
23094695,78277,132,1,531_413,分支结构_字符串,34585,java编程题,1,,13249
23009494,78280,132,1,531_413,分支结构_字符串,137477,java编程题,1,,13249
23235277,78281,132,0,531_413,分支结构_字符串,46944,java编程题,1,,13249
23139326,78285,132,1,531_413,分支结构_字符串,63828,java编程题,1,,13249
22981996,78595,132,1,531_413,分支结构_字符串,85055,java编程题,1,,13249
23072474,78708,132,1,531_413,分支结构_字符串,5492,java编程题,1,,13249
23775108,78720,132,1,531_413,分支结构_字符串,6204,java编程题,1,,13249
28937066,79111,132,1,531_413,分支结构_字符串,22581,java编程题,1,,13249
23774578,79957,132,0,531_413,分支结构_字符串,44656,java编程题,1,,13249
22994340,78154,133,1,531_529_413,分支结构_浮点数_字符串,46788,java编程题,1,,13297
23091237,78157,133,1,531_529_413,分支结构_浮点数_字符串,20732,java编程题,1,,13297
23169499,78158,133,1,531_529_413,分支结构_浮点数_字符串,33954,java编程题,1,,13297
23457497,78161,133,1,531_529_413,分支结构_浮点数_字符串,147961,java编程题,1,,13297
24470292,78184,133,1,531_529_413,分支结构_浮点数_字符串,29811,java编程题,1,,13297
22985798,78266,133,1,531_529_413,分支结构_浮点数_字符串,182945,java编程题,1,,13297
23015373,78267,133,1,531_529_413,分支结构_浮点数_字符串,109267,java编程题,1,,13297
23774510,78704,133,1,531_529_413,分支结构_浮点数_字符串,180478,java编程题,1,,13297
24974813,78705,133,0,531_529_413,分支结构_浮点数_字符串,5866,java编程题,1,,13297
23497364,79111,133,0,531_529_413,分支结构_浮点数_字符串,17639,java编程题,1,,13297
23073000,79957,133,1,531_529_413,分支结构_浮点数_字符串,4511,java编程题,1,,13297
24970162,80219,133,0,531_529_413,分支结构_浮点数_字符串,10713,java编程题,1,,13297
23458161,78163,134,0,531_532,分支结构_数字排序,72271,java编程题,1,,13305
23010530,78168,134,0,531_532,分支结构_数字排序,71234,java编程题,1,,13305
23070063,78184,134,1,531_532,分支结构_数字排序,74394,java编程题,1,,13305
23138632,78270,134,0,531_532,分支结构_数字排序,155620,java编程题,1,,13305
23134456,78282,134,0,531_532,分支结构_数字排序,143500,java编程题,1,,13305
24975434,78704,134,0,531_532,分支结构_数字排序,34192,java编程题,1,,13305
23070838,78708,134,0,531_532,分支结构_数字排序,65532,java编程题,1,,13305
24977267,78714,134,0,531_532,分支结构_数字排序,22159,java编程题,1,,13305
23073590,78718,134,1,531_532,分支结构_数字排序,83797,java编程题,1,,13305
24973783,78719,134,0,531_532,分支结构_数字排序,51588,java编程题,1,,13305
24973487,80219,134,1,531_532,分支结构_数字排序,56666,java编程题,1,,13305
22945599,78157,135,1,531,分支结构,136213,java编程题,1,,13409
26432628,78178,135,0,531,分支结构,30654,java编程题,1,,13409
23004246,78272,135,0,531,分支结构,3750,java编程题,1,,13409
23094242,78277,135,0,531,分支结构,56773,java编程题,1,,13409
23235612,78281,135,1,531,分支结构,5400,java编程题,1,,13409
22992335,78286,135,0,531,分支结构,12906,java编程题,1,,13409
23156761,78708,135,1,531,分支结构,67890,java编程题,1,,13409
23774399,78718,135,1,531,分支结构,144156,java编程题,1,,13409
23775157,78720,135,1,531,分支结构,176285,java编程题,1,,13409
24816848,78765,135,1,531,分支结构,99031,java编程题,1,,13409
22949886,79111,135,0,531,分支结构,102818,java编程题,1,,13409
23014794,78175,136,1,531,分支结构,10371,java编程题,1,,13432
22947031,78178,136,0,531,分支结构,5115,java编程题,1,,13432
22986937,78266,136,0,531,分支结构,95878,java编程题,1,,13432
23093982,78277,136,1,531,分支结构,56254,java编程题,5,,13432
23076195,78282,136,1,531,分支结构,843203,java编程题,1,,13432
23069513,78708,136,1,531,分支结构,7391,java编程题,1,,13432
24816129,78714,136,0,531,分支结构,4460,java编程题,1,,13432
21284152,78718,136,0,531,分支结构,58812,java编程题,1,,13432
28936494,79111,136,0,531,分支结构,135266,java编程题,1,,13432
23091253,78157,137,1,531,分支结构,122907,java编程题,1,,13513
28383632,78266,137,0,531,分支结构,56231,java编程题,1,,13513
23138563,78270,137,0,531,分支结构,163201,java编程题,1,,13513
23235659,78281,137,1,531,分支结构,9134,java编程题,1,,13513
23005094,78282,137,0,531,分支结构,3797,java编程题,1,,13513
23011578,78285,137,0,531,分支结构,86813,java编程题,0,,13513
23156889,78708,137,1,531,分支结构,8625,java编程题,1,,13513
24971292,78710,137,0,531,分支结构,50230,java编程题,1,,13513
24975668,78714,137,0,531,分支结构,36650,java编程题,1,,13513
23774666,78729,137,0,531,分支结构,4406,java编程题,1,,13513
23169404,78158,138,0,531,分支结构,35547,java编程题,0,,14443
23082895,78160,138,1,531,分支结构,217480,java编程题,1,,14443
23133211,78161,138,0,531,分支结构,90141,java编程题,1,,14443
23759195,78178,138,0,531,分支结构,72401,java编程题,1,,14443
22983614,78184,138,0,531,分支结构,7515,java编程题,1,,14443
23003734,78272,138,0,531,分支结构,91485,java编程题,1,,14443
20546348,78704,138,0,531,分支结构,32355,java编程题,0,,14443
24975453,78705,138,0,531,分支结构,47332,java编程题,1,,14443
24814583,78706,138,0,531,分支结构,81691,java编程题,1,,14443
23775699,78708,138,0,531,分支结构,14147,java编程题,1,,14443
24816507,78765,138,0,531,分支结构,13078,java编程题,0,,14443
28936823,79111,138,1,531,分支结构,96360,java编程题,1,,14443
23457306,78161,139,0,531,分支结构,44322,java编程题,1,,14449
23648415,78184,139,0,531,分支结构,273002,java编程题,1,,14449
23010634,78280,139,1,531,分支结构,324147,java编程题,1,,14449
23139229,78285,139,1,531,分支结构,17187,java编程题,1,,14449
22980762,78595,139,0,531,分支结构,76528,java编程题,1,,14449
23156809,78708,139,1,531,分支结构,9500,java编程题,1,,14449
24815402,78714,139,0,531,分支结构,2491,java编程题,1,,14449
23774811,79957,139,0,531,分支结构,4329,java编程题,1,,14449
23078042,78161,140,0,531,分支结构,42391,java编程题,1,,14454
22947164,78175,140,0,531,分支结构,184664,java编程题,1,,14454
22983813,78184,140,0,531,分支结构,1552,java编程题,1,,14454
22986497,78273,140,0,531,分支结构,37263,java编程题,1,,14454
22986427,78274,140,0,531,分支结构,3645,java编程题,1,,14454
23093854,78283,140,0,531,分支结构,120108,java编程题,1,,14454
23011094,78285,140,0,531,分支结构,9735,java编程题,0,,14454
24973762,78708,140,0,531,分支结构,9345,java编程题,2,,14454
23077912,78161,141,0,531,分支结构,22469,java编程题,1,,14468
23458783,78163,141,0,531,分支结构,14661,java编程题,1,,14468
23648314,78184,141,0,531,分支结构,38381,java编程题,1,,14468
23083062,78270,141,0,531,分支结构,78250,java编程题,1,,14468
24974954,78705,141,0,531,分支结构,5540,java编程题,1,,14468
24816019,78706,141,0,531,分支结构,20034,java编程题,1,,14468
24973209,78708,141,0,531,分支结构,53891,java编程题,1,,14468
23775666,78714,141,1,531,分支结构,27060,java编程题,1,,14468
24976772,78726,141,1,531,分支结构,7216,java编程题,1,,14468
23774876,78729,141,0,531,分支结构,20703,java编程题,1,,14468
22946574,78385,142,0,531,分支结构,55710,java编程题,1,,14560
22949511,78154,143,0,531,分支结构,125718,java编程题,1,,14602
23457056,78161,143,0,531,分支结构,57389,java编程题,1,,14602
23648076,78184,143,0,531,分支结构,96343,java编程题,1,,14602
23046495,78276,143,1,531,分支结构,12578,java编程题,1,,14602
23010898,78280,143,1,531,分支结构,395428,java编程题,1,,14602
23077060,78282,143,0,531,分支结构,657015,java编程题,1,,14602
23075498,78572,143,0,531,分支结构,184503,java编程题,1,,14602
23072670,78708,143,0,531,分支结构,5732,java编程题,1,,14602
24974835,78719,143,1,531,分支结构,20032,java编程题,1,,14602
23072213,78720,143,0,531,分支结构,17276,java编程题,1,,14602
23775429,78765,143,0,531,分支结构,31057,java编程题,0,,14602
23169393,78158,144,1,531,分支结构,37031,java编程题,1,,14749
22949077,78175,144,0,531,分支结构,18075,java编程题,1,,14749
22984158,78184,144,1,531,分支结构,3167,java编程题,1,,14749
23003041,78272,144,0,531,分支结构,17234,java编程题,1,,14749
23007201,78278,144,0,531,分支结构,158766,java编程题,1,,14749
23076567,78282,144,0,531,分支结构,390250,java编程题,1,,14749
22985633,78283,144,1,531,分支结构,77439,java编程题,1,,14749
23139063,78285,144,0,531,分支结构,6469,java编程题,0,,14749
22992251,78286,144,0,531,分支结构,7328,java编程题,1,,14749
23775812,78708,144,0,531,分支结构,9151,java编程题,1,,14749
23177162,78158,145,1,533,函数与结构体,103625,java编程题,1,,15142
23458059,78161,145,1,533,函数与结构体,321043,java编程题,1,,15142
22940951,78167,145,0,533,函数与结构体,136265,java编程题,1,,15142
23458232,78178,145,0,533,函数与结构体,9665,java编程题,0,,15142
24468772,78184,145,1,533,函数与结构体,133483,java编程题,1,,15142
22986948,78277,145,1,533,函数与结构体,111962,java编程题,1,,15142
24974065,78708,145,0,533,函数与结构体,9203,java编程题,0,,15142
23072716,78718,145,0,533,函数与结构体,84359,java编程题,0,,15142
23072940,78720,145,1,533,函数与结构体,36772,java编程题,1,,15142
23776243,78726,145,0,533,函数与结构体,43329,java编程题,1,,15142
22948135,79111,145,0,533,函数与结构体,182240,java编程题,1,,15142
23142981,78169,146,0,533,函数与结构体,67456,java编程题,1,,22062
23457129,78175,146,1,533,函数与结构体,255031,java编程题,1,,22062
23642338,78184,146,1,533,函数与结构体,47327,java编程题,1,,22062
23078763,78285,146,0,533,函数与结构体,109797,java编程题,0,,22062
24970430,78704,146,0,533,函数与结构体,89135,java编程题,1,,22062
24815634,78714,146,0,533,函数与结构体,2934,java编程题,1,,22062
24977277,78726,146,1,533,函数与结构体,2947,java编程题,1,,22062
24972751,80219,146,1,533,函数与结构体,101583,java编程题,1,,22062
22946911,78164,147,1,533,函数与结构体,85697,java编程题,1,,22756
23456909,78176,147,0,533,函数与结构体,104343,java编程题,0,,22756
23009989,78280,147,1,533,函数与结构体,49884,java编程题,1,,22756
23070313,78708,147,0,533,函数与结构体,16411,java编程题,1,,22756
22946887,78154,148,0,533,函数与结构体,72466,java编程题,1,,31460
23082262,78160,148,1,533,函数与结构体,531064,java编程题,1,,31460
23456821,78161,148,1,533,函数与结构体,84976,java编程题,1,,31460
22946314,78164,148,1,533,函数与结构体,50642,java编程题,1,,31460
23236030,78281,148,1,533,函数与结构体,28015,java编程题,1,,31460
23078517,78285,148,0,533,函数与结构体,30641,java编程题,1,,31460
23775330,78708,148,0,533,函数与结构体,14304,java编程题,1,,31460
24976966,78714,148,1,533,函数与结构体,29904,java编程题,1,,31460
23142795,78169,149,0,533_534_535,函数与结构体_模拟_递归,63726,java编程题,4,,32558
22947929,78178,149,0,533_534_535,函数与结构体_模拟_递归,40384,java编程题,2,,32558
22983967,78184,149,0,533_534_535,函数与结构体_模拟_递归,9388,java编程题,2,,32558
23010497,78285,149,0,533_534_535,函数与结构体_模拟_递归,228829,java编程题,6,,32558
22980439,78595,149,0,533_534_535,函数与结构体_模拟_递归,71174,java编程题,2,,32558
24971036,78704,149,0,533_534_535,函数与结构体_模拟_递归,38176,java编程题,2,,32558
23156800,78708,149,0,533_534_535,函数与结构体_模拟_递归,53843,java编程题,1,,32558
24815762,78714,149,0,533_534_535,函数与结构体_模拟_递归,13389,java编程题,1,,32558
23082612,78160,150,0,533_534_535,函数与结构体_模拟_递归,84116,java编程题,1,,35857
25568039,78178,150,0,533_534_535,函数与结构体_模拟_递归,66644,java编程题,1,,35857
28383738,78266,150,0,533_534_535,函数与结构体_模拟_递归,59546,java编程题,1,,35857
23773564,78704,150,0,533_534_535,函数与结构体_模拟_递归,32031,java编程题,1,,35857
23156836,78708,150,0,533_534_535,函数与结构体_模拟_递归,22250,java编程题,1,,35857
24973409,78710,150,1,533_534_535,函数与结构体_模拟_递归,32025,java编程题,1,,35857
24977783,78714,150,0,533_534_535,函数与结构体_模拟_递归,32906,java编程题,1,,35857
28937147,79111,150,0,533_534_535,函数与结构体_模拟_递归,10853,java编程题,1,,35857
21588775,78158,151,0,533,函数与结构体,54110,java编程题,2,,42492
21302237,78174,151,1,533,函数与结构体,99125,java编程题,1,,42492
21574245,78266,151,0,533,函数与结构体,15523,java编程题,1,,42492
